
================================================================================
[2026-09-08 07:15:06] Starting GeoMind Continuous Memory Monitor (Interval: 10s)
================================================================================
[2026-09-08 07:15:06] Hooked geomind PID 22392 | Initial WS: 111.55 MB | Initial Commit: 113.16 MB
[2026-09-08 07:15:07] PID: 22392 | WS: 111.55 MB (dWS: 0 MB) | Commit: 113.16 MB (dPM: 0 MB) | VM: 4321.21 MB | CPU: 126.2s | SysFreeVM: 103735 MB | Ckpt: 50MB at 07:14:26
[2026-09-08 10:23:46] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11363s | SysFreeVM: 104099 MB | Ckpt: 50MB at 10:23:42
[2026-09-08 10:23:56] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11373.2s | SysFreeVM: 104088 MB | No ckpt change
[2026-09-08 10:24:06] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11383.4s | SysFreeVM: 104102 MB | No ckpt change
[2026-09-08 10:24:16] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11393.5s | SysFreeVM: 104108 MB | No ckpt change
[2026-09-08 10:24:27] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11403.7s | SysFreeVM: 104050 MB | Ckpt: 50MB at 10:24:24
[2026-09-08 10:24:37] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11413.9s | SysFreeVM: 104053 MB | No ckpt change
[2026-09-08 10:24:47] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11424.2s | SysFreeVM: 104070 MB | No ckpt change
[2026-09-08 10:24:57] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11434.4s | SysFreeVM: 104137 MB | No ckpt change
[2026-09-08 10:25:08] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11444.5s | SysFreeVM: 104116 MB | Ckpt: 50MB at 10:25:06
[2026-09-08 10:25:18] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11454.7s | SysFreeVM: 104104 MB | No ckpt change
[2026-09-08 10:25:28] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11464.9s | SysFreeVM: 104121 MB | No ckpt change
[2026-09-08 10:25:38] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11475.1s | SysFreeVM: 104114 MB | No ckpt change
[2026-09-08 10:25:49] PID: 22392 | WS: 164.08 MB (dWS: 52.53 MB) | Commit: 165.65 MB (dPM: 52.49 MB) | VM: 4371.23 MB | CPU: 11485.3s | SysFreeVM: 104076 MB | Ckpt: 50MB at 10:25:48
[2026-09-08 10:25:59] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11495.4s | SysFreeVM: 104080 MB | No ckpt change
[2026-09-08 10:26:09] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11505.6s | SysFreeVM: 104121 MB | No ckpt change
[2026-09-08 10:26:19] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11515.8s | SysFreeVM: 104104 MB | No ckpt change
[2026-09-08 10:26:30] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11526s | SysFreeVM: 104116 MB | No ckpt change
[2026-09-08 10:26:40] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11536.2s | SysFreeVM: 104117 MB | Ckpt: 50MB at 10:26:30
[2026-09-08 10:26:50] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11546.4s | SysFreeVM: 104091 MB | No ckpt change
[2026-09-08 10:27:00] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11556.5s | SysFreeVM: 104085 MB | No ckpt change
[2026-09-08 10:27:11] PID: 22392 | WS: 114.08 MB (dWS: 2.53 MB) | Commit: 115.55 MB (dPM: 2.39 MB) | VM: 4321.21 MB | CPU: 11566.6s | SysFreeVM: 104085 MB | No ckpt change
[2026-09-08 10:27:21] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11576.8s | SysFreeVM: 104106 MB | Ckpt: 50MB at 10:27:13
[2026-09-08 10:27:31] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11586.9s | SysFreeVM: 104068 MB | No ckpt change
[2026-09-08 10:27:41] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11597.1s | SysFreeVM: 104054 MB | No ckpt change
[2026-09-08 10:27:52] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11607.2s | SysFreeVM: 104073 MB | No ckpt change
[2026-09-08 10:28:02] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11617.3s | SysFreeVM: 104061 MB | Ckpt: 50MB at 10:27:55
[2026-09-08 10:28:12] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11627.5s | SysFreeVM: 104058 MB | No ckpt change
[2026-09-08 10:28:22] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11637.7s | SysFreeVM: 104121 MB | No ckpt change
[2026-09-08 10:28:32] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11647.9s | SysFreeVM: 104117 MB | No ckpt change
[2026-09-08 10:28:43] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11658s | SysFreeVM: 104088 MB | Ckpt: 50MB at 10:28:37
[2026-09-08 10:28:53] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11668.2s | SysFreeVM: 104088 MB | No ckpt change
[2026-09-08 10:29:03] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11678.4s | SysFreeVM: 104082 MB | No ckpt change
[2026-09-08 10:29:13] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11688.6s | SysFreeVM: 104080 MB | No ckpt change
[2026-09-08 10:29:24] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11698.8s | SysFreeVM: 104126 MB | Ckpt: 50MB at 10:29:19
[2026-09-08 10:29:34] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11709s | SysFreeVM: 104127 MB | No ckpt change
[2026-09-08 10:29:44] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11719.2s | SysFreeVM: 104115 MB | No ckpt change
[2026-09-08 10:29:54] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11729.3s | SysFreeVM: 104119 MB | No ckpt change
[2026-09-08 10:30:05] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11739.4s | SysFreeVM: 104080 MB | Ckpt: 50MB at 10:30:01
[2026-09-08 10:30:15] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11749.6s | SysFreeVM: 104074 MB | No ckpt change
[2026-09-08 10:30:25] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11759.8s | SysFreeVM: 104088 MB | No ckpt change
[2026-09-08 10:30:35] PID: 22392 | WS: 114.1 MB (dWS: 2.55 MB) | Commit: 115.62 MB (dPM: 2.46 MB) | VM: 4321.21 MB | CPU: 11770.1s | SysFreeVM: 104138 MB | No ckpt change
[2026-09-08 10:30:46] PID: 22392 | WS: 114.15 MB (dWS: 2.6 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11780.2s | SysFreeVM: 104102 MB | Ckpt: 50MB at 10:30:43
[2026-09-08 10:30:56] PID: 22392 | WS: 114.15 MB (dWS: 2.6 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11790.4s | SysFreeVM: 104123 MB | No ckpt change
[2026-09-08 10:31:06] PID: 22392 | WS: 114.15 MB (dWS: 2.6 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11800.6s | SysFreeVM: 104107 MB | No ckpt change
[2026-09-08 10:31:16] PID: 22392 | WS: 114.15 MB (dWS: 2.6 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11810.7s | SysFreeVM: 104086 MB | No ckpt change
[2026-09-08 10:31:27] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11820.9s | SysFreeVM: 104074 MB | Ckpt: 50MB at 10:31:25
[2026-09-08 10:31:37] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11831.1s | SysFreeVM: 104075 MB | No ckpt change
[2026-09-08 10:31:47] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11841.3s | SysFreeVM: 104111 MB | No ckpt change
[2026-09-08 10:31:57] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11851.4s | SysFreeVM: 104097 MB | No ckpt change
[2026-09-08 10:32:08] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11861.6s | SysFreeVM: 104132 MB | Ckpt: 50MB at 10:32:07
[2026-09-08 10:32:18] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11871.8s | SysFreeVM: 104102 MB | No ckpt change
[2026-09-08 10:32:28] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11882s | SysFreeVM: 104060 MB | No ckpt change
[2026-09-08 10:32:38] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11892.1s | SysFreeVM: 104069 MB | No ckpt change
[2026-09-08 10:32:49] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11902.2s | SysFreeVM: 104073 MB | No ckpt change
[2026-09-08 10:32:59] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11912.4s | SysFreeVM: 104133 MB | Ckpt: 50MB at 10:32:49
[2026-09-08 10:33:09] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11922.5s | SysFreeVM: 104119 MB | No ckpt change
[2026-09-08 10:33:19] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11932.7s | SysFreeVM: 104112 MB | No ckpt change
[2026-09-08 10:33:30] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11942.8s | SysFreeVM: 104092 MB | No ckpt change
[2026-09-08 10:33:40] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11953s | SysFreeVM: 104085 MB | Ckpt: 50MB at 10:33:31
[2026-09-08 10:33:50] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11963.1s | SysFreeVM: 104072 MB | No ckpt change
[2026-09-08 10:34:00] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11973.3s | SysFreeVM: 104064 MB | No ckpt change
[2026-09-08 10:34:10] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11983.5s | SysFreeVM: 104146 MB | No ckpt change
[2026-09-08 10:34:21] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 11993.6s | SysFreeVM: 104098 MB | Ckpt: 50MB at 10:34:13
[2026-09-08 10:34:31] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12003.8s | SysFreeVM: 104122 MB | No ckpt change
[2026-09-08 10:34:41] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12014s | SysFreeVM: 104107 MB | No ckpt change
[2026-09-08 10:34:51] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12024.2s | SysFreeVM: 104100 MB | No ckpt change
[2026-09-08 10:35:02] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12034.3s | SysFreeVM: 104058 MB | Ckpt: 50MB at 10:34:55
[2026-09-08 10:35:12] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12044.5s | SysFreeVM: 104129 MB | No ckpt change
[2026-09-08 10:35:22] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12054.7s | SysFreeVM: 104121 MB | No ckpt change
[2026-09-08 10:35:32] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12064.8s | SysFreeVM: 104110 MB | No ckpt change
[2026-09-08 10:35:43] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12075s | SysFreeVM: 104095 MB | Ckpt: 50MB at 10:35:37
[2026-09-08 10:35:53] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12085.1s | SysFreeVM: 104104 MB | No ckpt change
[2026-09-08 10:36:03] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12095.3s | SysFreeVM: 104086 MB | No ckpt change
[2026-09-08 10:36:13] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12105.5s | SysFreeVM: 104073 MB | No ckpt change
[2026-09-08 10:36:24] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12115.7s | SysFreeVM: 104113 MB | Ckpt: 50MB at 10:36:19
[2026-09-08 10:36:34] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12125.9s | SysFreeVM: 104100 MB | No ckpt change
[2026-09-08 10:36:44] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12136s | SysFreeVM: 104118 MB | No ckpt change
[2026-09-08 10:36:54] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12146.2s | SysFreeVM: 104115 MB | No ckpt change
[2026-09-08 10:37:05] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12156.4s | SysFreeVM: 104094 MB | Ckpt: 50MB at 10:37:01
[2026-09-08 10:37:15] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12166.5s | SysFreeVM: 104079 MB | No ckpt change
[2026-09-08 10:37:25] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12176.8s | SysFreeVM: 104150 MB | No ckpt change
[2026-09-08 10:37:35] PID: 22392 | WS: 114.19 MB (dWS: 2.64 MB) | Commit: 115.68 MB (dPM: 2.52 MB) | VM: 4321.21 MB | CPU: 12187s | SysFreeVM: 104116 MB | No ckpt change
[2026-09-08 10:37:46] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12197.2s | SysFreeVM: 104103 MB | Ckpt: 50MB at 10:37:43
[2026-09-08 10:37:56] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12207.4s | SysFreeVM: 104085 MB | No ckpt change
[2026-09-08 10:38:06] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12217.5s | SysFreeVM: 104045 MB | No ckpt change
[2026-09-08 10:38:16] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12227.6s | SysFreeVM: 104066 MB | No ckpt change
[2026-09-08 10:38:27] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12237.8s | SysFreeVM: 104069 MB | Ckpt: 50MB at 10:38:26
[2026-09-08 10:38:37] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12248s | SysFreeVM: 104048 MB | No ckpt change
[2026-09-08 10:38:47] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12258.1s | SysFreeVM: 104121 MB | No ckpt change
[2026-09-08 10:38:57] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12268.4s | SysFreeVM: 104086 MB | No ckpt change
[2026-09-08 10:39:08] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12278.5s | SysFreeVM: 104087 MB | No ckpt change
[2026-09-08 10:39:18] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12288.7s | SysFreeVM: 104081 MB | Ckpt: 50MB at 10:39:08
[2026-09-08 10:39:28] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12299s | SysFreeVM: 104077 MB | No ckpt change
[2026-09-08 10:39:38] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12309.1s | SysFreeVM: 104079 MB | No ckpt change
[2026-09-08 10:39:49] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12319.3s | SysFreeVM: 104067 MB | No ckpt change
[2026-09-08 10:39:59] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12329.5s | SysFreeVM: 104087 MB | Ckpt: 50MB at 10:39:50
[2026-09-08 10:40:09] PID: 22392 | WS: 114.27 MB (dWS: 2.72 MB) | Commit: 115.75 MB (dPM: 2.59 MB) | VM: 4329.21 MB | CPU: 12339.6s | SysFreeVM: 104076 MB | No ckpt change
[2026-09-08 10:40:19] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12349.8s | SysFreeVM: 104109 MB | Ckpt: 50MB at 10:40:19
[2026-09-08 10:40:30] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12360s | SysFreeVM: 104096 MB | No ckpt change
[2026-09-08 10:40:40] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12370.2s | SysFreeVM: 104081 MB | No ckpt change
[2026-09-08 10:40:50] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12380.4s | SysFreeVM: 104030 MB | No ckpt change
[2026-09-08 10:41:01] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12390.6s | SysFreeVM: 104086 MB | No ckpt change
[2026-09-08 10:41:11] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12400.7s | SysFreeVM: 104099 MB | Ckpt: 50MB at 10:41:01
[2026-09-08 10:41:21] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12410.8s | SysFreeVM: 104093 MB | No ckpt change
[2026-09-08 10:41:31] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12421.1s | SysFreeVM: 104014 MB | No ckpt change
[2026-09-08 10:41:42] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12431.4s | SysFreeVM: 103811 MB | No ckpt change
[2026-09-08 10:41:52] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12441.6s | SysFreeVM: 103777 MB | Ckpt: 50MB at 10:41:43
[2026-09-08 10:42:02] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12451.8s | SysFreeVM: 103790 MB | No ckpt change
[2026-09-08 10:42:12] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12462s | SysFreeVM: 103752 MB | No ckpt change
[2026-09-08 10:42:23] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12472.2s | SysFreeVM: 103748 MB | No ckpt change
[2026-09-08 10:42:33] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12482.4s | SysFreeVM: 104046 MB | Ckpt: 50MB at 10:42:25
[2026-09-08 10:42:43] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12492.6s | SysFreeVM: 104045 MB | No ckpt change
[2026-09-08 10:42:53] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12502.8s | SysFreeVM: 104038 MB | No ckpt change
[2026-09-08 10:43:04] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12513s | SysFreeVM: 104061 MB | No ckpt change
[2026-09-08 10:43:14] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12523.2s | SysFreeVM: 104081 MB | Ckpt: 50MB at 10:43:07
[2026-09-08 10:43:24] PID: 22392 | WS: 114.36 MB (dWS: 2.81 MB) | Commit: 115.85 MB (dPM: 2.69 MB) | VM: 4329.3 MB | CPU: 12533.3s | SysFreeVM: 104112 MB | No ckpt change
